"Country","Country_Code","Indicator","Series_Code","Value","Year","Period"
"Bangladesh","BGD","Account (% age 15+)","account.t.d",50.05,2017,"Pre-COVID"
"Bangladesh","BGD","Account (% age 15+)","account.t.d",52.81,2021,"Post-COVID"
"Bangladesh","BGD","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Bangladesh","BGD","Account, female (% age 15+)","account.t.d.1",26.01,2011,"Pre-COVID"
"Bangladesh","BGD","Account, female (% age 15+)","account.t.d.1",26.45,2014,"Pre-COVID"
"Bangladesh","BGD","Account, female (% age 15+)","account.t.d.1",35.84,2017,"Pre-COVID"
"Bangladesh","BGD","Account, female (% age 15+)","account.t.d.1",43.46,2021,"Post-COVID"
"Bangladesh","BGD","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Bangladesh","BGD","Account, male (% age 15+)","account.t.d.2",37.29,2011,"Pre-COVID"
"Bangladesh","BGD","Account, male (% age 15+)","account.t.d.2",35.37,2014,"Pre-COVID"
"Bangladesh","BGD","Account, male (% age 15+)","account.t.d.2",64.59,2017,"Pre-COVID"
"Bangladesh","BGD","Account, male (% age 15+)","account.t.d.2",62.86,2021,"Post-COVID"
"Bangladesh","BGD","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Bangladesh","BGD","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Bangladesh","BGD","Borrowed any money (% age 15+)","borrow.any",48.37,2014,"Pre-COVID"
"Bangladesh","BGD","Borrowed any money (% age 15+)","borrow.any",36.79,2017,"Pre-COVID"
"Bangladesh","BGD","Borrowed any money (% age 15+)","borrow.any",46.13,2021,"Post-COVID"
"Bangladesh","BGD","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Bangladesh","BGD","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Bangladesh","BGD","Made a digital payment (% age 15+)","g20.made.t.d",5.94,2014,"Pre-COVID"
"Bangladesh","BGD","Made a digital payment (% age 15+)","g20.made.t.d",30.13,2017,"Pre-COVID"
"Bangladesh","BGD","Made a digital payment (% age 15+)","g20.made.t.d",40.58,2021,"Post-COVID"
"Bangladesh","BGD","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Bangladesh","BGD","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Bangladesh","BGD","Saved any money (% age 15+)","save.any",23.91,2014,"Pre-COVID"
"Bangladesh","BGD","Saved any money (% age 15+)","save.any",27.52,2017,"Pre-COVID"
"Bangladesh","BGD","Saved any money (% age 15+)","save.any",23.36,2021,"Post-COVID"
"Bangladesh","BGD","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Belarus","BLR","Account (% age 15+)","account.t.d",58.6,2011,"Pre-COVID"
"Belarus","BLR","Account (% age 15+)","account.t.d",71.98,2014,"Pre-COVID"
"Belarus","BLR","Account (% age 15+)","account.t.d",81.16,2017,"Pre-COVID"
"Belarus","BLR","Account (% age 15+)","account.t.d",NA,2021,"Post-COVID"
"Belarus","BLR","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Belarus","BLR","Account, female (% age 15+)","account.t.d.1",58.07,2011,"Pre-COVID"
"Belarus","BLR","Account, female (% age 15+)","account.t.d.1",71.96,2014,"Pre-COVID"
"Belarus","BLR","Account, female (% age 15+)","account.t.d.1",81.34,2017,"Pre-COVID"
"Belarus","BLR","Account, female (% age 15+)","account.t.d.1",NA,2021,"Post-COVID"
"Belarus","BLR","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Belarus","BLR","Account, male (% age 15+)","account.t.d.2",59.24,2011,"Pre-COVID"
"Belarus","BLR","Account, male (% age 15+)","account.t.d.2",72.02,2014,"Pre-COVID"
"Belarus","BLR","Account, male (% age 15+)","account.t.d.2",80.93,2017,"Pre-COVID"
"Belarus","BLR","Account, male (% age 15+)","account.t.d.2",NA,2021,"Post-COVID"
"Belarus","BLR","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Belarus","BLR","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Belarus","BLR","Borrowed any money (% age 15+)","borrow.any",42.62,2014,"Pre-COVID"
"Belarus","BLR","Borrowed any money (% age 15+)","borrow.any",48.64,2017,"Pre-COVID"
"Belarus","BLR","Borrowed any money (% age 15+)","borrow.any",NA,2021,"Post-COVID"
"Belarus","BLR","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Belarus","BLR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Belarus","BLR","Made a digital payment (% age 15+)","g20.made.t.d",46.29,2014,"Pre-COVID"
"Belarus","BLR","Made a digital payment (% age 15+)","g20.made.t.d",69.34,2017,"Pre-COVID"
"Belarus","BLR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021,"Post-COVID"
"Belarus","BLR","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Belarus","BLR","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Belarus","BLR","Saved any money (% age 15+)","save.any",50.39,2014,"Pre-COVID"
"Belarus","BLR","Saved any money (% age 15+)","save.any",50.43,2017,"Pre-COVID"
"Belarus","BLR","Saved any money (% age 15+)","save.any",NA,2021,"Post-COVID"
"Belarus","BLR","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Belgium","BEL","Account (% age 15+)","account.t.d",96.31,2011,"Pre-COVID"
"Belgium","BEL","Account (% age 15+)","account.t.d",98.13,2014,"Pre-COVID"
"Belgium","BEL","Account (% age 15+)","account.t.d",98.64,2017,"Pre-COVID"
"Belgium","BEL","Account (% age 15+)","account.t.d",99.01,2021,"Post-COVID"
"Belgium","BEL","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Belgium","BEL","Account, female (% age 15+)","account.t.d.1",97.18,2011,"Pre-COVID"
"Belgium","BEL","Account, female (% age 15+)","account.t.d.1",99.51,2014,"Pre-COVID"
"Belgium","BEL","Account, female (% age 15+)","account.t.d.1",98.82,2017,"Pre-COVID"
"Belgium","BEL","Account, female (% age 15+)","account.t.d.1",98.65,2021,"Post-COVID"
"Belgium","BEL","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Belgium","BEL","Account, male (% age 15+)","account.t.d.2",95.3,2011,"Pre-COVID"
"Belgium","BEL","Account, male (% age 15+)","account.t.d.2",96.69,2014,"Pre-COVID"
"Belgium","BEL","Account, male (% age 15+)","account.t.d.2",98.45,2017,"Pre-COVID"
"Belgium","BEL","Account, male (% age 15+)","account.t.d.2",99.37,2021,"Post-COVID"
"Belgium","BEL","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Belgium","BEL","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Belgium","BEL","Borrowed any money (% age 15+)","borrow.any",55.36,2014,"Pre-COVID"
"Belgium","BEL","Borrowed any money (% age 15+)","borrow.any",54.45,2017,"Pre-COVID"
"Belgium","BEL","Borrowed any money (% age 15+)","borrow.any",56.28,2021,"Post-COVID"
"Belgium","BEL","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Belgium","BEL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Belgium","BEL","Made a digital payment (% age 15+)","g20.made.t.d",93.48,2014,"Pre-COVID"
"Belgium","BEL","Made a digital payment (% age 15+)","g20.made.t.d",96.33,2017,"Pre-COVID"
"Belgium","BEL","Made a digital payment (% age 15+)","g20.made.t.d",97.26,2021,"Post-COVID"
"Belgium","BEL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Belgium","BEL","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Belgium","BEL","Saved any money (% age 15+)","save.any",74.69,2014,"Pre-COVID"
"Belgium","BEL","Saved any money (% age 15+)","save.any",69.91,2017,"Pre-COVID"
"Belgium","BEL","Saved any money (% age 15+)","save.any",71.64,2021,"Post-COVID"
"Belgium","BEL","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Belize","BLZ","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Belize","BLZ","Account (% age 15+)","account.t.d",48.21,2014,"Pre-COVID"
"Belize","BLZ","Account (% age 15+)","account.t.d",NA,2017,"Pre-COVID"
"Belize","BLZ","Account (% age 15+)","account.t.d",NA,2021,"Post-COVID"
"Belize","BLZ","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Belize","BLZ","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Belize","BLZ","Account, female (% age 15+)","account.t.d.1",52.28,2014,"Pre-COVID"
"Belize","BLZ","Account, female (% age 15+)","account.t.d.1",NA,2017,"Pre-COVID"
"Belize","BLZ","Account, female (% age 15+)","account.t.d.1",NA,2021,"Post-COVID"
"Belize","BLZ","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Belize","BLZ","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Belize","BLZ","Account, male (% age 15+)","account.t.d.2",44.09,2014,"Pre-COVID"
"Belize","BLZ","Account, male (% age 15+)","account.t.d.2",NA,2017,"Pre-COVID"
"Belize","BLZ","Account, male (% age 15+)","account.t.d.2",NA,2021,"Post-COVID"
"Belize","BLZ","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Belize","BLZ","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Belize","BLZ","Borrowed any money (% age 15+)","borrow.any",55.17,2014,"Pre-COVID"
"Belize","BLZ","Borrowed any money (% age 15+)","borrow.any",NA,2017,"Pre-COVID"
"Belize","BLZ","Borrowed any money (% age 15+)","borrow.any",NA,2021,"Post-COVID"
"Belize","BLZ","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Belize","BLZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Belize","BLZ","Made a digital payment (% age 15+)","g20.made.t.d",16.71,2014,"Pre-COVID"
"Belize","BLZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2017,"Pre-COVID"
"Belize","BLZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021,"Post-COVID"
"Belize","BLZ","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Belize","BLZ","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Belize","BLZ","Saved any money (% age 15+)","save.any",59.51,2014,"Pre-COVID"
"Belize","BLZ","Saved any money (% age 15+)","save.any",NA,2017,"Pre-COVID"
"Belize","BLZ","Saved any money (% age 15+)","save.any",NA,2021,"Post-COVID"
"Belize","BLZ","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Benin","BEN","Account (% age 15+)","account.t.d",10.46,2011,"Pre-COVID"
"Benin","BEN","Account (% age 15+)","account.t.d",16.62,2014,"Pre-COVID"
"Benin","BEN","Account (% age 15+)","account.t.d",38.49,2017,"Pre-COVID"
"Benin","BEN","Account (% age 15+)","account.t.d",48.61,2021,"Post-COVID"
"Benin","BEN","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Benin","BEN","Account, female (% age 15+)","account.t.d.1",9.81,2011,"Pre-COVID"
"Benin","BEN","Account, female (% age 15+)","account.t.d.1",13.6,2014,"Pre-COVID"
"Benin","BEN","Account, female (% age 15+)","account.t.d.1",28.59,2017,"Pre-COVID"
"Benin","BEN","Account, female (% age 15+)","account.t.d.1",39.79,2021,"Post-COVID"
"Benin","BEN","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Benin","BEN","Account, male (% age 15+)","account.t.d.2",11.15,2011,"Pre-COVID"
"Benin","BEN","Account, male (% age 15+)","account.t.d.2",19.76,2014,"Pre-COVID"
"Benin","BEN","Account, male (% age 15+)","account.t.d.2",48.62,2017,"Pre-COVID"
"Benin","BEN","Account, male (% age 15+)","account.t.d.2",58.17,2021,"Post-COVID"
"Benin","BEN","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Benin","BEN","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Benin","BEN","Borrowed any money (% age 15+)","borrow.any",39.68,2014,"Pre-COVID"
"Benin","BEN","Borrowed any money (% age 15+)","borrow.any",46.28,2017,"Pre-COVID"
"Benin","BEN","Borrowed any money (% age 15+)","borrow.any",47.18,2021,"Post-COVID"
"Benin","BEN","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Benin","BEN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Benin","BEN","Made a digital payment (% age 15+)","g20.made.t.d",4.82,2014,"Pre-COVID"
"Benin","BEN","Made a digital payment (% age 15+)","g20.made.t.d",24.99,2017,"Pre-COVID"
"Benin","BEN","Made a digital payment (% age 15+)","g20.made.t.d",42.01,2021,"Post-COVID"
"Benin","BEN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Benin","BEN","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Benin","BEN","Saved any money (% age 15+)","save.any",61.1,2014,"Pre-COVID"
"Benin","BEN","Saved any money (% age 15+)","save.any",49.34,2017,"Pre-COVID"
"Benin","BEN","Saved any money (% age 15+)","save.any",47.04,2021,"Post-COVID"
"Benin","BEN","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Bhutan","BTN","Account (% age 15+)","account.t.d",NA,2011,"Pre-COVID"
"Bhutan","BTN","Account (% age 15+)","account.t.d",33.67,2014,"Pre-COVID"
"Bhutan","BTN","Account (% age 15+)","account.t.d",NA,2017,"Pre-COVID"
"Bhutan","BTN","Account (% age 15+)","account.t.d",NA,2021,"Post-COVID"
"Bhutan","BTN","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Bhutan","BTN","Account, female (% age 15+)","account.t.d.1",NA,2011,"Pre-COVID"
"Bhutan","BTN","Account, female (% age 15+)","account.t.d.1",27.68,2014,"Pre-COVID"
"Bhutan","BTN","Account, female (% age 15+)","account.t.d.1",NA,2017,"Pre-COVID"
"Bhutan","BTN","Account, female (% age 15+)","account.t.d.1",NA,2021,"Post-COVID"
"Bhutan","BTN","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Bhutan","BTN","Account, male (% age 15+)","account.t.d.2",NA,2011,"Pre-COVID"
"Bhutan","BTN","Account, male (% age 15+)","account.t.d.2",38.99,2014,"Pre-COVID"
"Bhutan","BTN","Account, male (% age 15+)","account.t.d.2",NA,2017,"Pre-COVID"
"Bhutan","BTN","Account, male (% age 15+)","account.t.d.2",NA,2021,"Post-COVID"
"Bhutan","BTN","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Bhutan","BTN","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Bhutan","BTN","Borrowed any money (% age 15+)","borrow.any",18.38,2014,"Pre-COVID"
"Bhutan","BTN","Borrowed any money (% age 15+)","borrow.any",NA,2017,"Pre-COVID"
"Bhutan","BTN","Borrowed any money (% age 15+)","borrow.any",NA,2021,"Post-COVID"
"Bhutan","BTN","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Bhutan","BTN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Bhutan","BTN","Made a digital payment (% age 15+)","g20.made.t.d",12.91,2014,"Pre-COVID"
"Bhutan","BTN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2017,"Pre-COVID"
"Bhutan","BTN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2021,"Post-COVID"
"Bhutan","BTN","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Bhutan","BTN","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Bhutan","BTN","Saved any money (% age 15+)","save.any",32.75,2014,"Pre-COVID"
"Bhutan","BTN","Saved any money (% age 15+)","save.any",NA,2017,"Pre-COVID"
"Bhutan","BTN","Saved any money (% age 15+)","save.any",NA,2021,"Post-COVID"
"Bhutan","BTN","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Bolivia","BOL","Account (% age 15+)","account.t.d",28.03,2011,"Pre-COVID"
"Bolivia","BOL","Account (% age 15+)","account.t.d",41.8,2014,"Pre-COVID"
"Bolivia","BOL","Account (% age 15+)","account.t.d",54.41,2017,"Pre-COVID"
"Bolivia","BOL","Account (% age 15+)","account.t.d",68.89,2021,"Post-COVID"
"Bolivia","BOL","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Bolivia","BOL","Account, female (% age 15+)","account.t.d.1",25.11,2011,"Pre-COVID"
"Bolivia","BOL","Account, female (% age 15+)","account.t.d.1",38.04,2014,"Pre-COVID"
"Bolivia","BOL","Account, female (% age 15+)","account.t.d.1",53.85,2017,"Pre-COVID"
"Bolivia","BOL","Account, female (% age 15+)","account.t.d.1",63.29,2021,"Post-COVID"
"Bolivia","BOL","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Bolivia","BOL","Account, male (% age 15+)","account.t.d.2",31.12,2011,"Pre-COVID"
"Bolivia","BOL","Account, male (% age 15+)","account.t.d.2",45.76,2014,"Pre-COVID"
"Bolivia","BOL","Account, male (% age 15+)","account.t.d.2",54.98,2017,"Pre-COVID"
"Bolivia","BOL","Account, male (% age 15+)","account.t.d.2",74.04,2021,"Post-COVID"
"Bolivia","BOL","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Bolivia","BOL","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Bolivia","BOL","Borrowed any money (% age 15+)","borrow.any",37.05,2014,"Pre-COVID"
"Bolivia","BOL","Borrowed any money (% age 15+)","borrow.any",44.64,2017,"Pre-COVID"
"Bolivia","BOL","Borrowed any money (% age 15+)","borrow.any",48.16,2021,"Post-COVID"
"Bolivia","BOL","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Bolivia","BOL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Bolivia","BOL","Made a digital payment (% age 15+)","g20.made.t.d",20.77,2014,"Pre-COVID"
"Bolivia","BOL","Made a digital payment (% age 15+)","g20.made.t.d",33.05,2017,"Pre-COVID"
"Bolivia","BOL","Made a digital payment (% age 15+)","g20.made.t.d",47.94,2021,"Post-COVID"
"Bolivia","BOL","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Bolivia","BOL","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Bolivia","BOL","Saved any money (% age 15+)","save.any",64.45,2014,"Pre-COVID"
"Bolivia","BOL","Saved any money (% age 15+)","save.any",54.83,2017,"Pre-COVID"
"Bolivia","BOL","Saved any money (% age 15+)","save.any",55.99,2021,"Post-COVID"
"Bolivia","BOL","Saved any money (% age 15+)","save.any",NA,2022,"Post-COVID"
"Bosnia and Herzegovina","BIH","Account (% age 15+)","account.t.d",56.21,2011,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account (% age 15+)","account.t.d",52.69,2014,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account (% age 15+)","account.t.d",58.84,2017,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account (% age 15+)","account.t.d",79.34,2021,"Post-COVID"
"Bosnia and Herzegovina","BIH","Account (% age 15+)","account.t.d",NA,2022,"Post-COVID"
"Bosnia and Herzegovina","BIH","Account, female (% age 15+)","account.t.d.1",47.72,2011,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account, female (% age 15+)","account.t.d.1",47.06,2014,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account, female (% age 15+)","account.t.d.1",54.74,2017,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account, female (% age 15+)","account.t.d.1",70.37,2021,"Post-COVID"
"Bosnia and Herzegovina","BIH","Account, female (% age 15+)","account.t.d.1",NA,2022,"Post-COVID"
"Bosnia and Herzegovina","BIH","Account, male (% age 15+)","account.t.d.2",67.23,2011,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account, male (% age 15+)","account.t.d.2",58.82,2014,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account, male (% age 15+)","account.t.d.2",63.18,2017,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Account, male (% age 15+)","account.t.d.2",88.71,2021,"Post-COVID"
"Bosnia and Herzegovina","BIH","Account, male (% age 15+)","account.t.d.2",NA,2022,"Post-COVID"
"Bosnia and Herzegovina","BIH","Borrowed any money (% age 15+)","borrow.any",NA,2011,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Borrowed any money (% age 15+)","borrow.any",27.92,2014,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Borrowed any money (% age 15+)","borrow.any",23.76,2017,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Borrowed any money (% age 15+)","borrow.any",41.91,2021,"Post-COVID"
"Bosnia and Herzegovina","BIH","Borrowed any money (% age 15+)","borrow.any",NA,2022,"Post-COVID"
"Bosnia and Herzegovina","BIH","Made a digital payment (% age 15+)","g20.made.t.d",NA,2011,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Made a digital payment (% age 15+)","g20.made.t.d",23.38,2014,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Made a digital payment (% age 15+)","g20.made.t.d",32.43,2017,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Made a digital payment (% age 15+)","g20.made.t.d",51.09,2021,"Post-COVID"
"Bosnia and Herzegovina","BIH","Made a digital payment (% age 15+)","g20.made.t.d",NA,2022,"Post-COVID"
"Bosnia and Herzegovina","BIH","Saved any money (% age 15+)","save.any",NA,2011,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Saved any money (% age 15+)","save.any",25.62,2014,"Pre-COVID"
"Bosnia and Herzegovina","BIH","Saved any money (% age 15+)","save.any",21.2,2017,"Pre-COVID"
